num_reads,num_sweeps,runtime_sec,feasible_rate,energy_gap_kcal,f1
2000,2000,38.84416580200195,1.0,6.200000047683716,0.7586206896551724
500,1000,5.353638172149658,1.0,6.900000095367432,0.689655172413793
200,500,1.0605239868164062,1.0,6.900000095367432,0.7586206896551724
50,200,0.1215658187866211,1.0,6.200000047683716,0.8275862068965518
20,50,0.030659198760986328,1.0,7.900000095367432,0.5
5,20,0.02082681655883789,1.0,33.100000858306885,0.23076923076923075
