depolarizing_p1,runtime_sec,top_bitstring_prob,num_distinct_bitstrings,energy_gap_kcal,f1_vs_mfe
0.0,0.07933807373046875,0.06640625,388,6.900000095367432,0.0
0.01,0.18357038497924805,0.00537109375,512,2.299999952316284,0.0
0.03,0.2510058879852295,0.004150390625,512,7.400000095367432,0.0
0.05,0.18233227729797363,0.00439453125,512,0.800000011920929,0.0
0.1,0.19994306564331055,0.00439453125,512,0.800000011920929,0.0
